Movie Name,Year of Release,Run Time in minutes,Movie Rating,Votes,MetaScore,Gross,Genre,Certification,Director,Stars,Description
The Jerk,1979,94,7.1,62436,61.0,73690000.0,['Comedy'],R,['Carl Reiner'],"['Steve Martin', 'Bernadette Peters', 'Catlin Adams', 'Mabel King']","['A', 'simpleminded,', 'sheltered', 'country', 'boy', 'suddenly', 'decides', 'to', 'leave', 'his', 'family', 'home', 'to', 'experience', 'life', 'in', 'the', 'big', 'city,', 'where', 'his', 'naivete', 'is', 'both', 'his', 'best', 'friend', 'and', 'his', 'worst', 'enemy.']"
Wild,2014,115,7.1,134894,74.0,37880000.0,"['Adventure', ' Biography', ' Drama']",R,['Jean-Marc Vallée'],"['Reese Witherspoon', 'Laura Dern', 'Gaby Hoffmann', 'Michiel Huisman']","['A', 'chronicle', 'of', 'one', ""woman's"", '1,100-mile', 'solo', 'hike', 'undertaken', 'as', 'a', 'way', 'to', 'recover', 'from', 'a', 'recent', 'personal', 'tragedy.']"
Tommy Boy,1995,97,7.1,94367,46.0,32700000.000000004,"['Adventure', ' Comedy']",PG-13,['Peter Segal'],"['Chris Farley', 'David Spade', 'Brian Dennehy', 'Bo Derek']","['After', 'his', 'auto-parts', 'tycoon', 'father', 'dies,', 'the', 'overweight,', 'underachieving', 'son', 'teams', 'up', 'with', 'a', 'snide', 'accountant', 'to', 'try', 'and', 'save', 'the', 'family', 'business.']"
The Longest Yard,1974,121,7.1,20836,61.0,7130000.0,"['Comedy', ' Crime', ' Drama']",R,['Robert Aldrich'],"['Burt Reynolds', 'Eddie Albert', 'Ed Lauter', 'Michael Conrad']","['A', 'sadistic', 'warden', 'asks', 'a', 'former', 'pro', 'quarterback,', 'now', 'serving', 'time', 'in', 'his', 'prison,', 'to', 'put', 'together', 'a', 'team', 'of', 'inmates', 'to', 'take', 'on', '(and', 'get', 'pummeled', 'by)', 'the', 'guards.']"
The Poseidon Adventure,1972,117,7.1,47955,70.0,84560000.0,"['Action', ' Adventure', ' Drama']",PG,['Ronald Neame'],"['Gene Hackman', 'Ernest Borgnine', 'Shelley Winters', 'Red Buttons']","['A', 'group', 'of', 'passengers', 'must', 'embark', 'on', 'a', 'harrowing', 'struggle', 'for', 'survival', 'after', 'a', 'rogue', 'wave', 'capsizes', 'their', 'cruise', 'ship', 'at', 'sea.']"
Live Free or Die Hard,2007,128,7.1,415434,69.0,134530000.0,"['Action', ' Thriller']",PG-13,['Len Wiseman'],"['Bruce Willis', 'Justin Long', 'Timothy Olyphant', 'Maggie Q']","['John', 'McClane', 'and', 'a', 'young', 'hacker', 'join', 'forces', 'to', 'take', 'down', 'master', 'cyber-terrorist', 'Thomas', 'Gabriel', 'in', 'Washington', 'D.C.']"
Shakespeare in Love,1998,123,7.1,231066,87.0,100320000.0,"['Comedy', ' Drama', ' History']",R,['John Madden'],"['Gwyneth Paltrow', 'Joseph Fiennes', 'Geoffrey Rush', 'Tom Wilkinson']","['The', ""world's"", 'greatest', 'ever', 'playwright,', 'William', 'Shakespeare,', 'is', 'young,', 'out', 'of', 'ideas', 'and', 'short', 'of', 'cash,', 'but', 'meets', 'his', 'ideal', 'woman', 'and', 'is', 'inspired', 'to', 'write', 'one', 'of', 'his', 'most', 'famous', 'plays.']"
Don't Look Now,1973,110,7.1,60028,95.0,980000.0,"['Drama', ' Horror', ' Mystery']",R,['Nicolas Roeg'],"['Julie Christie', 'Donald Sutherland', 'Hilary Mason', 'Clelia Matania']","['A', 'married', 'couple', 'grieving', 'the', 'recent', 'death', 'of', 'their', 'young', 'daughter', 'are', 'in', 'Venice', 'when', 'they', 'encounter', 'two', 'elderly', 'sisters,', 'one', 'of', 'whom', 'is', 'psychic', 'and', 'brings', 'a', 'warning', 'from', 'beyond.']"
Klute,1971,114,7.1,28635,81.0,17440000.0,"['Crime', ' Mystery', ' Thriller']",R,['Alan J. Pakula'],"['Jane Fonda', 'Donald Sutherland', 'Charles Cioffi', 'Roy Scheider']","['A', 'small-town', 'detective', 'searching', 'for', 'a', 'missing', 'man', 'has', 'only', 'one', 'lead:', 'a', 'connection', 'with', 'a', 'New', 'York', 'prostitute.']"
Never Let Me Go,2010,103,7.1,150610,69.0,2430000.0,"['Drama', ' Romance', ' Sci-Fi']",R,['Mark Romanek'],"['Keira Knightley', 'Carey Mulligan', 'Andrew Garfield', 'Izzy Meikle-Small']","['The', 'lives', 'of', 'three', 'friends,', 'from', 'their', 'early', 'school', 'days', 'into', 'young', 'adulthood,', 'when', 'the', 'reality', 'of', 'the', 'world', 'they', 'live', 'in', 'comes', 'knocking.']"
Far from the Madding Crowd,2015,119,7.1,52262,71.0,12230000.0,"['Drama', ' Romance']",PG-13,['Thomas Vinterberg'],"['Carey Mulligan', 'Matthias Schoenaerts', 'Michael Sheen', 'Tom Sturridge']","['In', 'Victorian', 'England,', 'the', 'independent', 'and', 'headstrong', 'Bathsheba', 'Everdene', 'attracts', 'three', 'very', 'different', 'suitors:', 'Gabriel', 'Oak,', 'a', 'sheep', 'farmer;', 'Frank', 'Troy,', 'a', 'reckless', 'Sergeant;', 'and', 'William', 'Boldwood,', 'a', 'prosperous', 'and', 'mature', 'bachelor.']"
Everest,2015,121,7.1,226775,64.0,43480000.0,"['Action', ' Adventure', ' Biography']",PG-13,['Baltasar Kormákur'],"['Jason Clarke', 'Ang Phula Sherpa', 'Thomas M. Wright', 'Martin Henderson']","['The', 'story', 'of', 'New', 'Zealand', 'mountaineer', 'Rob', 'Hall,', 'who', 'on', 'May', '10,', '1996,', 'together', 'with', 'Scott', 'Fischer,', 'teamed', 'up', 'on', 'a', 'joint', 'expedition', 'to', 'ascend', 'Mount', 'Everest.']"
Dressed to Kill,1980,104,7.1,45895,74.0,31900000.0,"['Crime', ' Drama', ' Mystery']",R,['Brian De Palma'],"['Michael Caine', 'Angie Dickinson', 'Nancy Allen', 'Keith Gordon']","['A', 'mysterious', 'blonde', 'woman', 'kills', 'one', 'of', 'a', ""psychiatrist's"", 'patients,', 'and', 'then', 'goes', 'after', 'the', 'high-class', 'call', 'girl', 'who', 'witnessed', 'the', 'murder.']"
Ever After: A Cinderella Story,1998,121,7.1,80081,66.0,65709999.99999999,"['Drama', ' Romance']",PG-13,['Andy Tennant'],"['Drew Barrymore', 'Anjelica Huston', 'Dougray Scott', 'Patrick Godfrey']","['The', 'Brothers', 'Grimm', 'arrive', 'at', 'the', 'home', 'of', 'a', 'wealthy', 'Grande', 'Dame', 'who', 'speaks', 'of', 'the', 'many', 'legends', 'surrounding', 'the', 'fable', 'of', 'the', 'cinder', 'girl', 'before', 'telling', 'the', '""true""', 'story', 'of', 'her', 'ancestor.']"
Moonstruck,1987,102,7.1,64820,83.0,80640000.0,"['Comedy', ' Drama', ' Romance']",PG,['Norman Jewison'],"['Cher', 'Nicolas Cage', 'Olympia Dukakis', 'Danny Aiello']","['Loretta', 'Castorini,', 'a', 'bookkeeper', 'from', 'Brooklyn,', 'New', 'York,', 'finds', 'herself', 'in', 'a', 'difficult', 'situation', 'when', 'she', 'falls', 'for', 'the', 'brother', 'of', 'the', 'man', 'she', 'has', 'agreed', 'to', 'marry.']"
Side Effects,2013,106,7.1,194980,75.0,32170000.0,"['Crime', ' Drama', ' Mystery']",R,['Steven Soderbergh'],"['Rooney Mara', 'Channing Tatum', 'Jude Law', 'Catherine Zeta-Jones']","['A', 'young', ""woman's"", 'world', 'unravels', 'when', 'a', 'drug', 'prescribed', 'by', 'her', 'psychiatrist', 'has', 'unexpected', 'side', 'effects.']"
The Frighteners,1996,110,7.1,93225,52.0,16760000.000000002,"['Comedy', ' Fantasy', ' Horror']",R,['Peter Jackson'],"['Michael J. Fox', 'Trini Alvarado', 'Peter Dobson', 'John Astin']","['After', 'a', 'tragic', 'car', 'accident', 'that', 'kills', 'his', 'wife,', 'a', 'man', 'discovers', 'he', 'can', 'communicate', 'with', 'the', 'dead,', 'and', 'he', 'uses', 'that', 'gift', 'to', 'con', 'people.', 'However,', 'when', 'a', 'demonic', 'spirit', 'appears,', 'he', 'may', 'be', 'the', 'only', 'one', 'who', 'can', 'stop', 'it', 'from', 'killing', 'the', 'living', 'and', 'the', 'dead.']"
Cube,1997,90,7.1,242271,61.0,500000.0,"['Horror', ' Mystery', ' Sci-Fi']",R,['Vincenzo Natali'],"['Nicole de Boer', 'Maurice Dean Wint', 'David Hewlett', 'Andrew Miller']","['Six', 'complete', 'strangers', 'with', 'widely', 'varying', 'personalities', 'are', 'involuntarily', 'placed', 'in', 'an', 'endless', 'maze', 'containing', 'deadly', 'traps.']"
Deepwater Horizon,2016,107,7.1,177239,68.0,61430000.0,"['Action', ' Drama', ' History']",PG-13,['Peter Berg'],"['Mark Wahlberg', 'Kurt Russell', 'Douglas M. Griffin', 'James DuMont']","['A', 'dramatization', 'of', 'the', 'disaster', 'in', 'April', '2010,', 'when', 'the', 'offshore', 'drilling', 'rig', 'called', 'the', 'Deepwater', 'Horizon', 'exploded,', 'resulting', 'in', 'the', 'worst', 'oil', 'spill', 'in', 'American', 'history.']"
God Bless America,2011,105,7.1,71431,56.0,120000.0,"['Action', ' Comedy', ' Crime']",R,['Bobcat Goldthwait'],"['Joel Murray', 'Tara Lynne Barr', 'Mackenzie Brooke Smith', 'Melinda Page Hamilton']","['On', 'a', 'mission', 'to', 'rid', 'society', 'of', 'its', 'most', 'repellent', 'citizens,', 'terminally', 'ill', 'Frank', 'makes', 'an', 'unlikely', 'accomplice', 'in', '16-year-old', 'Roxy.']"
Valkyrie,2008,121,7.1,254439,56.0,83080000.0,"['Drama', ' History', ' Thriller']",PG-13,['Bryan Singer'],"['Tom Cruise', 'Bill Nighy', 'Carice van Houten', 'Kenneth Branagh']","['A', 'dramatization', 'of', 'the', 'July', '20,', '1944', 'assassination', 'and', 'political', 'coup', 'plot', 'by', 'desperate', 'renegade', 'German', 'Army', 'officers', 'against', 'Adolf', 'Hitler', 'during', 'World', 'War', 'II.']"
The AristoCats,1970,78,7.1,111163,66.0,37680000.0,"['Animation', ' Adventure', ' Comedy']",G,['Wolfgang Reitherman'],"['Phil Harris', 'Eva Gabor', 'Sterling Holloway', 'Scatman Crothers']","['With', 'the', 'help', 'of', 'a', 'smooth', 'talking', 'tomcat,', 'a', 'family', 'of', 'Parisian', 'felines', 'set', 'to', 'inherit', 'a', 'fortune', 'from', 'their', 'owner', 'try', 'to', 'make', 'it', 'back', 'home', 'after', 'a', 'jealous', 'butler', 'kidnaps', 'them', 'and', 'leaves', 'them', 'in', 'the', 'country.']"
The Glass Castle,2017,127,7.1,37300,56.0,17270000.0,"['Biography', ' Drama']",PG-13,['Destin Daniel Cretton'],"['Brie Larson', 'Woody Harrelson', 'Naomi Watts', 'Ella Anderson']","['A', 'young', 'girl', 'comes', 'of', 'age', 'in', 'a', 'dysfunctional', 'family', 'of', 'nonconformist', 'nomads', 'with', 'a', 'mother', ""who's"", 'an', 'eccentric', 'artist', 'and', 'an', 'alcoholic', 'father', 'who', 'would', 'stir', 'the', ""children's"", 'imagination', 'with', 'hope', 'as', 'a', 'distraction', 'to', 'their', 'poverty.']"
Let Me In,2010,116,7.1,125526,79.0,12130000.0,"['Drama', ' Fantasy', ' Horror']",R,['Matt Reeves'],"['Kodi Smit-McPhee', 'Chloë Grace Moretz', 'Richard Jenkins', 'Cara Buono']","['A', 'bullied', 'young', 'boy', 'befriends', 'a', 'young', 'female', 'vampire', 'who', 'lives', 'in', 'secrecy', 'with', 'her', 'guardian.']"
Runaway Jury,2003,127,7.1,102482,61.0,49440000.0,"['Crime', ' Drama', ' Thriller']",PG-13,['Gary Fleder'],"['John Cusack', 'Rachel Weisz', 'Gene Hackman', 'Dustin Hoffman']","['A', 'juror', 'on', 'the', 'inside', 'and', 'a', 'woman', 'on', 'the', 'outside', 'manipulate', 'a', 'court', 'trial', 'involving', 'a', 'major', 'gun', 'manufacturer.']"
Better Off Dead...,1985,97,7.1,47798,51.0,10300000.0,"['Comedy', ' Romance']",PG,['Savage Steve Holland'],"['John Cusack', 'David Ogden Stiers', 'Kim Darby', 'Demian Slade']","['After', 'his', 'girlfriend', 'ditches', 'him', 'for', 'a', 'boorish', 'ski', 'jock,', 'Lane', 'decides', 'that', 'suicide', 'is', 'the', 'only', 'answer.', 'However,', 'his', 'increasingly', 'inept', 'attempts', 'bring', 'him', 'only', 'more', 'agony', 'and', 'embarrassment.', 'Filled', 'with', 'the', 'wildest', 'teen', 'nightmares.']"
The Danish Girl,2015,119,7.1,195406,66.0,11110000.0,"['Biography', ' Crime', ' Drama']",R,['Tom Hooper'],"['Eddie Redmayne', 'Alicia Vikander', 'Amber Heard', 'Ben Whishaw']","['A', 'fictitious', 'love', 'story', 'loosely', 'inspired', 'by', 'the', 'lives', 'of', 'Danish', 'artists', 'Lili', 'Elbe', 'and', 'Gerda', 'Wegener.', 'Lili', 'and', ""Gerda's"", 'marriage', 'and', 'work', 'evolve', 'as', 'they', 'navigate', ""Lili's"", 'groundbreaking', 'journey', 'as', 'a', 'transgender', 'pioneer.']"
Flags of Our Fathers,2006,135,7.1,127479,79.0,33600000.0,"['Action', ' Adventure', ' Drama']",R,['Clint Eastwood'],"['Ryan Phillippe', 'Barry Pepper', 'Joseph Cross', 'Jesse Bradford']","['The', 'life', 'stories', 'of', 'the', 'six', 'men', 'who', 'raised', 'the', 'flag', 'at', 'the', 'Battle', 'of', 'Iwo', 'Jima,', 'a', 'turning', 'point', 'in', 'World', 'War', 'II.']"
On the Basis of Sex,2018,120,7.1,37137,59.0,24620000.0,"['Biography', ' Drama']",PG-13,['Mimi Leder'],"['Felicity Jones', 'Armie Hammer', 'Justin Theroux', 'Sam Waterston']","['The', 'true', 'story', 'of', 'Ruth', 'Bader', 'Ginsburg,', 'her', 'struggles', 'for', 'equal', 'rights,', 'and', 'the', 'early', 'cases', 'of', 'a', 'historic', 'career', 'that', 'lead', 'to', 'her', 'nomination', 'and', 'confirmation', 'as', 'U.S.', 'Supreme', 'Court', 'Associate', 'Justice.']"
We Bought a Zoo,2011,124,7.1,148993,58.0,75620000.0,"['Comedy', ' Drama', ' Family']",PG,['Cameron Crowe'],"['Matt Damon', 'Scarlett Johansson', 'Thomas Haden Church', 'Elle Fanning']","['Set', 'in', 'Southern', 'California,', 'a', 'father', 'moves', 'his', 'young', 'family', 'to', 'the', 'countryside', 'to', 'renovate', 'and', 're-open', 'a', 'struggling', 'zoo.']"
About a Boy,2002,101,7.1,189086,75.0,41390000.0,"['Comedy', ' Drama', ' Romance']",PG-13,"['Chris Weitz', 'Paul Weitz']","['Hugh Grant', 'Nicholas Hoult', 'Toni Collette', 'Sharon Small']","['Will,', 'who', 'attends', 'single', 'parent', 'meetings', 'to', 'woo', 'women,', 'meets', 'Marcus,', 'a', 'troubled', '12-year-old', 'boy.', 'As', 'they', 'become', 'friends,', 'Will', 'learns', 'to', 'be', 'responsible', 'while', 'he', 'helps', 'Marcus', 'with', 'his', 'studies.']"
Fighting with My Family,2019,108,7.1,85677,68.0,22960000.0,"['Biography', ' Comedy', ' Drama']",PG-13,['Stephen Merchant'],"['Dwayne Johnson', 'Lena Headey', 'Vince Vaughn', 'Florence Pugh']","['A', 'former', 'wrestler', 'and', 'his', 'family', 'make', 'a', 'living', 'performing', 'at', 'small', 'venues', 'around', 'the', 'country', 'while', 'his', 'kids', 'dream', 'of', 'joining', 'World', 'Wrestling', 'Entertainment.']"
Monster's Ball,2001,111,7.1,92569,69.0,31270000.0,"['Drama', ' Romance']",R,['Marc Forster'],"['Billy Bob Thornton', 'Halle Berry', 'Taylor Simpson', 'Gabrielle Witcher']","['After', 'a', 'family', 'tragedy,', 'a', 'racist', 'prison', 'guard', 're-examines', 'his', 'attitudes', 'while', 'falling', 'in', 'love', 'with', 'the', 'African-American', 'wife', 'of', 'the', 'last', 'prisoner', 'he', 'executed.']"
The Square,2017,151,7.1,74283,73.0,1500000.0,"['Comedy', ' Drama']",R,['Ruben Östlund'],"['Claes Bang', 'Elisabeth Moss', 'Dominic West', 'Terry Notary']","['A', 'prestigious', 'Stockholm', ""museum's"", 'chief', 'art', 'curator', 'finds', 'himself', 'in', 'times', 'of', 'both', 'professional', 'and', 'personal', 'crisis', 'as', 'he', 'attempts', 'to', 'set', 'up', 'a', 'controversial', 'new', 'exhibit.']"
Phone Booth,2002,81,7.1,280213,56.0,46570000.0,"['Crime', ' Thriller']",R,['Joel Schumacher'],"['Colin Farrell', 'Kiefer Sutherland', 'Forest Whitaker', 'Radha Mitchell']","['Publicist', 'Stuart', 'Shepard', 'finds', 'himself', 'trapped', 'in', 'a', 'phone', 'booth,', 'pinned', 'down', 'by', 'an', ""extortionist's"", 'sniper', 'rifle.', 'Unable', 'to', 'leave', 'or', 'receive', 'outside', 'help,', ""Stuart's"", 'negotiation', 'with', 'the', 'caller', 'leads', 'to', 'a', 'jaw-dropping', 'climax.']"
Dragon Ball Super: Super Hero,2022,100,7.1,13312,65.0,38110000.0,"['Animation', ' Action', ' Adventure']",PG-13,['Tetsuro Kodama'],"['Masako Nozawa', 'Aya Hisakawa', 'Ryô Horikawa', 'Takeshi Kusao']","['The', 'Red', 'Ribbon', 'Army', 'from', ""Goku's"", 'past', 'has', 'returned', 'with', 'two', 'new', 'androids', 'to', 'challenge', 'him', 'and', 'his', 'friends.']"
Bull Durham,1988,108,7.1,57806,73.0,50890000.0,"['Comedy', ' Romance', ' Sport']",R,['Ron Shelton'],"['Kevin Costner', 'Susan Sarandon', 'Tim Robbins', 'Trey Wilson']","['A', 'fan', 'who', 'has', 'an', 'affair', 'with', 'one', 'minor-league', 'baseball', 'player', 'each', 'season', 'meets', 'an', 'up-and-coming', 'pitcher', 'and', 'the', 'experienced', 'catcher', 'assigned', 'to', 'him.']"
The Accused,1988,111,7.1,38513,65.0,32070000.0,"['Crime', ' Drama']",R,['Jonathan Kaplan'],"['Kelly McGillis', 'Jodie Foster', 'Bernie Coulson', 'Leo Rossi']","['After', 'a', 'young', 'woman', 'suffers', 'a', 'brutal', 'gang', 'rape', 'in', 'a', 'bar', 'one', 'night,', 'a', 'prosecutor', 'assists', 'in', 'bringing', 'the', 'perpetrators', 'to', 'justice,', 'including', 'the', 'ones', 'who', 'encouraged', 'and', 'cheered', 'on', 'the', 'attack.']"
Locke,2013,85,7.1,156465,83.0,1360000.0,['Drama'],R,['Steven Knight'],"['Tom Hardy', 'Olivia Colman', 'Ruth Wilson', 'Andrew Scott']","['Ivan', 'Locke,', 'a', 'dedicated', 'family', 'man', 'and', 'successful', 'construction', 'manager,', 'receives', 'a', 'phone', 'call', 'on', 'the', 'eve', 'of', 'the', 'biggest', 'challenge', 'of', 'his', 'career', 'that', 'sets', 'in', 'motion', 'a', 'series', 'of', 'events', 'that', 'threaten', 'his', 'carefully', 'cultivated', 'existence.']"
Winter's Bone,2010,100,7.1,147419,90.0,6530000.0,"['Drama', ' Mystery']",R,['Debra Granik'],"['Jennifer Lawrence', 'John Hawkes', 'Garret Dillahunt', 'Isaiah Stone']","['An', 'unflinching', 'Ozark', 'Mountain', 'girl', 'hacks', 'through', 'dangerous', 'social', 'terrain', 'as', 'she', 'hunts', 'down', 'her', 'drug-dealing', 'father', 'while', 'trying', 'to', 'keep', 'her', 'family', 'intact.']"
Kung Fu Panda 3,2016,95,7.1,175737,66.0,143530000.0,"['Animation', ' Action', ' Adventure']",PG,"['Alessandro Carloni', 'Jennifer Yuh Nelson']","['Jack Black', 'Bryan Cranston', 'Dustin Hoffman', 'Angelina Jolie']","['Continuing', 'his', '""legendary', 'adventures', 'of', 'awesomeness"",', 'Po', 'must', 'face', 'two', 'hugely', 'epic,', 'but', 'different', 'threats:', 'one', 'supernatural', 'and', 'the', 'other', 'a', 'little', 'closer', 'to', 'home.']"
Rocky Balboa,2006,102,7.1,227608,63.0,70270000.0,"['Action', ' Drama', ' Sport']",PG,['Sylvester Stallone'],"['Sylvester Stallone', 'Antonio Tarver', 'Milo Ventimiglia', 'Burt Young']","['Thirty', 'years', 'after', 'the', 'ring', 'of', 'the', 'first', 'bell,', 'Rocky', 'Balboa', 'comes', 'out', 'of', 'retirement', 'and', 'dons', 'his', 'gloves', 'for', 'his', 'final', 'fight', 'against', 'the', 'reigning', 'heavyweight', 'champ', 'Mason', ""'The"", ""Line'"", 'Dixon.']"
The Messenger,2009,113,7.1,36209,77.0,70000.0,"['Drama', ' Romance', ' War']",R,['Oren Moverman'],"['Ben Foster', 'Samantha Morton', 'Woody Harrelson', 'Jena Malone']","['An', 'American', 'soldier', 'struggles', 'with', 'an', 'ethical', 'dilemma', 'when', 'he', 'becomes', 'involved', 'with', 'a', 'widow', 'of', 'a', 'fallen', 'officer.']"
John Q,2002,116,7.1,140737,30.0,71760000.0,"['Crime', ' Drama', ' Thriller']",PG-13,['Nick Cassavetes'],"['Denzel Washington', 'Robert Duvall', 'Gabriela Oltean', 'Kimberly Elise']","['John', 'Quincy', 'Archibald', 'takes', 'a', 'hospital', 'emergency', 'room', 'hostage', 'when', 'his', 'insurance', ""won't"", 'cover', 'his', ""son's"", 'heart', 'transplant.']"
Die Hard 2,1990,124,7.1,374145,67.0,117540000.0,"['Action', ' Thriller']",R,['Renny Harlin'],"['Bruce Willis', 'William Atherton', 'Bonnie Bedelia', 'Reginald VelJohnson']","['John', 'McClane', 'attempts', 'to', 'avert', 'disaster', 'as', 'rogue', 'military', 'operatives', 'seize', 'control', 'of', 'Dulles', 'International', 'Airport', 'in', 'Washington,', 'D.C.']"
Creed II,2018,130,7.1,150347,66.0,115720000.0,"['Action', ' Drama', ' Sport']",PG-13,['Steven Caple Jr.'],"['Michael B. Jordan', 'Sylvester Stallone', 'Tessa Thompson', 'Phylicia Rashad']","['Under', 'the', 'tutelage', 'of', 'Rocky', 'Balboa,', 'newly', 'crowned', 'heavyweight', 'champion', 'Adonis', 'Creed', 'faces', 'off', 'against', 'Viktor', 'Drago,', 'the', 'son', 'of', 'Ivan', 'Drago.']"
The Host,2006,120,7.1,129142,85.0,2200000.0,"['Drama', ' Horror', ' Sci-Fi']",R,['Bong Joon Ho'],"['Song Kang-ho', 'Byun Hee-Bong', 'Park Hae-il', 'Bae Doona']","['A', 'monster', 'emerges', 'from', ""Seoul's"", 'Han', 'River', 'and', 'begins', 'attacking', 'people.', 'One', ""victim's"", 'loving', 'family', 'does', 'what', 'it', 'can', 'to', 'rescue', 'her', 'from', 'its', 'clutches.']"
Agora,2009,127,7.1,72039,55.0,620000.0,"['Adventure', ' Biography', ' Drama']",R,['Alejandro Amenábar'],"['Rachel Weisz', 'Max Minghella', 'Oscar Isaac', 'Ashraf Barhom']","['A', 'historical', 'drama', 'set', 'in', 'Roman', 'Egypt,', 'concerning', 'a', 'slave', 'who', 'turns', 'to', 'the', 'rising', 'tide', 'of', 'Christianity', 'in', 'the', 'hope', 'of', 'pursuing', 'freedom', 'while', 'falling', 'in', 'love', 'with', 'his', 'mistress,', 'the', 'philosophy', 'and', 'mathematics', 'professor', 'Hypatia', 'of', 'Alexandria.']"
Parenthood,1989,124,7.1,53437,82.0,100050000.0,"['Comedy', ' Drama']",PG-13,['Ron Howard'],"['Steve Martin', 'Mary Steenburgen', 'Dianne Wiest', 'Jason Robards']","['Four', 'Buckman', 'siblings', 'attempt', 'to', 'raise', 'their', 'children', '-', 'each', 'in', 'their', 'own', 'different', 'style', '-', 'and', 'deal', 'with', 'the', 'joys', 'and', 'sorrows', 'that', 'the', 'process', 'brings.']"
Out of Africa,1985,161,7.1,84291,69.0,87100000.0,"['Biography', ' Drama', ' Romance']",PG,['Sydney Pollack'],"['Meryl Streep', 'Robert Redford', 'Klaus Maria Brandauer', 'Michael Kitchen']","['In', '20th-century', 'colonial', 'Kenya,', 'a', 'Danish', 'baroness/plantation', 'owner', 'has', 'a', 'passionate', 'love', 'affair', 'with', 'a', 'free-spirited', 'big-game', 'hunter.']"
The SpongeBob SquarePants Movie,2004,87,7.1,98717,66.0,85420000.0,"['Animation', ' Adventure', ' Comedy']",PG,"['Stephen Hillenburg', 'Mark Osborne']","['Tom Kenny', 'Jeffrey Tambor', 'Rodger Bumpass', 'Carolyn Lawrence']","['SpongeBob', 'SquarePants', 'takes', 'leave', 'from', 'the', 'town', 'of', 'Bikini', 'Bottom', 'in', 'order', 'to', 'track', 'down', 'King', ""Neptune's"", 'stolen', 'crown.']"
Alive,1993,128,7.1,59319,56.0,36730000.0,"['Adventure', ' Biography', ' Drama']",R,['Frank Marshall'],"['Ethan Hawke', 'Vincent Spano', 'Josh Hamilton', 'Bruce Ramsay']","['After', 'crash-landing', 'in', 'the', 'snowswept', 'Andes,', 'a', 'Uruguayan', 'rugby', 'team', 'has', 'no', 'choice', 'but', 'to', 'turn', 'to', 'desperate', 'measures', 'in', 'order', 'to', 'survive.']"
No Way Out,1987,114,7.1,44079,77.0,35510000.0,"['Action', ' Crime', ' Drama']",R,['Roger Donaldson'],"['Kevin Costner', 'Gene Hackman', 'Sean Young', 'Will Patton']","['A', 'coverup', 'and', 'witchhunt', 'occur', 'after', 'a', 'politician', 'accidentally', 'kills', 'his', 'mistress.']"
Defiance,2008,137,7.1,153421,58.0,28640000.0,"['Action', ' Drama', ' History']",R,['Edward Zwick'],"['Daniel Craig', 'Liev Schreiber', 'Jamie Bell', 'Alexa Davalos']","['Jewish', 'brothers', 'in', 'German-occupied', 'Eastern', 'Europe', 'escape', 'into', 'a', 'Belorussian', 'forest,', 'where', 'they', 'join', 'Russian', 'resistance', 'fighters,', 'and', 'endeavor', 'to', 'build', 'a', 'village,', 'in', 'order', 'to', 'protect', 'themselves', 'and', 'about', 'one', 'thousand', 'Jewish', 'non-combatants.']"
The Spectacular Now,2013,95,7.1,159125,82.0,6850000.0,"['Drama', ' Romance']",R,['James Ponsoldt'],"['Miles Teller', 'Shailene Woodley', 'Kyle Chandler', 'Jennifer Jason Leigh']","['A', 'hard-partying', 'high', 'school', ""senior's"", 'philosophy', 'on', 'life', 'changes', 'when', 'he', 'meets', 'the', 'not-so-typical', '""nice', 'girl.""']"
Blue Ruin,2013,90,7.1,77267,78.0,260000.0,"['Crime', ' Drama', ' Thriller']",R,['Jeremy Saulnier'],"['Macon Blair', 'Devin Ratray', 'Amy Hargreaves', 'Kevin Kolack']","['A', 'mysterious', ""outsider's"", 'quiet', 'life', 'is', 'turned', 'upside', 'down', 'when', 'he', 'returns', 'to', 'his', 'childhood', 'home', 'to', 'carry', 'out', 'an', 'act', 'of', 'vengeance.', 'Proving', 'himself', 'an', 'amateur', 'assassin,', 'he', 'winds', 'up', 'in', 'a', 'brutal', 'fight', 'to', 'protect', 'his', 'estranged', 'family.']"
Elephant,2003,81,7.1,95458,70.0,1230000.0,"['Crime', ' Drama', ' Thriller']",R,['Gus Van Sant'],"['Elias McConnell', 'Alex Frost', 'Eric Deulen', 'John Robinson']","['Several', 'ordinary', 'high', 'school', 'students', 'go', 'through', 'their', 'daily', 'routine', 'as', 'two', 'others', 'prepare', 'for', 'something', 'more', 'malevolent.']"
The Ides of March,2011,101,7.1,227907,67.0,40960000.0,"['Drama', ' Thriller']",R,['George Clooney'],"['Paul Giamatti', 'George Clooney', 'Philip Seymour Hoffman', 'Ryan Gosling']","['An', 'idealistic', 'staffer', 'for', 'a', 'new', 'presidential', 'candidate', 'gets', 'a', 'crash', 'course', 'on', 'dirty', 'politics', 'during', 'his', 'stint', 'on', 'the', 'campaign', 'trail.']"
